areaWithType,square_feet,transaction,status,floor,furnishing,facing,price_per_sqft,price
4,500.0,30,Ready to Move,4 out of 5,Unfurnished,1,3600.0,1800000.0
4,450.0,30,Ready to Move,Ground out of 1,Unfurnished,1,3333.0,1500000.0
4,900.0,30,Ready to Move,1 out of 1,Unfurnished,North - East,3222.0,2900000.0
4,762.0,30,Ready to Move,1 out of 9,Unfurnished,2,2428.0,1850000.0
4,813.0,38,Ready to Move,Resale,,,3198.0,2600000.0
2,756.0,38,Resale,,,,3968.0,3000000.0
4,400.0,30,Ready to Move,1 out of 4,Unfurnished,1,2750.0,1100000.0
4,300.0,30,Ready to Move,1 out of 10,1,,11667.0,3500000.0
4,851.0,30,Ready to Move,4 out of 4,Unfurnished,1,2761.0,2350000.0
1,400.0,30,Ready to Move,Upper Basement out of 5,,,6250.0,2500000.0
1,625.0,30,Ready to Move,2 out of 4,Semi-Furnished,Main Road,3213.0,2650000.0
4,973.0,30,Ready to Move,Upper Basement out of 14,Unfurnished,2,3444.0,3350000.0
1,55.0,30,Ready to Move,3 out of 4,Unfurnished,Royal Nest,10101.0,890000.0
1,850.0,30,Ready to Move,7 out of 11,Furnished,Rajhans Wings,3913.0,4500000.0
2,963.0,24,Resale,2,,,987.0,950000.0
4,650.0,30,Ready to Move,1 out of 5,Furnished,2 Open,2769.0,1800000.0
1,710.0,30,Ready to Move,5 out of 5,Unfurnished,Gordhan Green Valley Mangalam Park Bldg S,2667.0,3000000.0
4,1180.0,30,Ready to Move,5 out of 8,Furnished,South - East,4237.0,5000000.0
1,800.0,35,Ready to Move,Resale,East,"Garden/Park, Main Road",,2900000.0
1,180.0,30,Ready to Move,4 out of 6,1,,6333.0,1900000.0
4,1071.0,30,Ready to Move,10 out of 12,Unfurnished,2,3922.0,4200000.0
4,775.0,30,Ready to Move,1 out of 4,Unfurnished,1,1161.0,900000.0
4,591.0,30,Ready to Move,3 out of 3,Semi-Furnished,Apt Swaminagar Society,3384.0,2000000.0
4,865.0,30,Ready to Move,10 out of 12,Semi-Furnished,2,4740.0,4100000.0
4,1120.0,30,Ready to Move,3 out of 7,Furnished,East,3260.0,3650000.0
1,1250.0,30,Ready to Move,2 out of 4,Furnished,2,,3500000.0
4,2000.0,30,Ready to Move,Ground out of 2,Unfurnished,2,2100.0,4200000.0
4,250.0,30,Ready to Move,2 out of 5,Semi-Furnished,1,4000.0,1000000.0
4,1420.0,31,1 out of 7,Resale,North,Main Road,3169.0,4500000.0
2,420.0,24,Resale,1,,,3333.0,1400000.0
4,700.0,30,Ready to Move,3 out of 10,Unfurnished,1,3571.0,2500000.0
1,550.0,30,Ready to Move,4 out of 5,Unfurnished,East,2638.0,1450000.0
4,160.0,30,Ready to Move,6 out of 9,,,12500.0,2000000.0
4,,30,Ready to Move,2 out of 2,Furnished,2,20.0,500000.0
4,646.0,30,Ready to Move,1 out of 5,Unfurnished,1,1858.0,1200000.0
4,540.0,30,Ready to Move,3 out of 4,,,5185.0,2800000.0
3,,0,3 out of 5,Resale,,,,3000000.0
4,1000.0,30,Ready to Move,Ground out of 1,Unfurnished,1,2500.0,2500000.0
1,800.0,30,Ready to Move,4 out of 5,Unfurnished,East,3333.0,4000000.0
4,813.0,30,Ready to Move,4 out of 6,Unfurnished,1,3500.0,2850000.0
1,400.0,30,Ready to Move,7 out of 7,Unfurnished,East,2750.0,2200000.0
4,1256.0,30,Ready to Move,4 out of 13,Unfurnished,Garden/Park,2994.0,3760000.0
1,440.0,30,Ready to Move,2 out of 4,,,8889.0,4000000.0
4,900.0,35,Ready to Move,Resale,3,,2834.0,2550000.0
4,1187.0,23,Ready to Move,4 out of 5,Semi-Furnished,North - West,2485.0,2950000.0
1,150.0,30,Ready to Move,Ground out of 4,,,16667.0,2500000.0
4,1800.0,30,Ready to Move,Ground out of 2,Semi-Furnished,3,2222.0,4000000.0
4,1252.0,30,Ready to Move,11 out of 15,Unfurnished,Swagat Clifton,3674.0,4600000.0
2,702.0,38,Resale,No,,,3704.0,2600000.0
1,630.0,30,Ready to Move,2 out of 4,Semi-Furnished,Main Road,2769.0,2700000.0
1,195.0,30,Ready to Move,2 out of 5,,,6494.0,2500000.0
1,700.0,31,Ready to Move,Resale,Co-operative Society,Akash,6648.0,4800000.0
1,800.0,30,Ready to Move,1 out of 12,Furnished,Green Arcade Phase 1 And 2,2917.0,3500000.0
4,600.0,30,Ready to Move,8 out of 8,Furnished,1,2333.0,1400000.0
1,185.0,30,Ready to Move,1 out of 5,,,10811.0,4000000.0
1,670.0,30,Ready to Move,10 out of 10,Unfurnished,East,3667.0,3300000.0
1,680.0,30,Ready to Move,2 out of 3,Unfurnished,East,2400.0,1800000.0
1,34.0,30,Ready to Move,Ground out of 7,Unfurnished,Satyam Tower,25000.0,850000.0
1,183.0,30,Ready to Move,Ground out of 14,,,9589.0,3500000.0
4,800.0,30,Ready to Move,Ground out of 2,Unfurnished,2,5000.0,4000000.0
4,800.0,30,Ready to Move,3 out of 5,Furnished,2,2000.0,1600000.0
2,702.0,38,Resale,,,,1709.0,1200000.0
2,2700.0,3,Freehold,Resale,No,,56.0,150000.0
4,720.0,31,Ready to Move,Resale,1,,3715.0,2680000.0
1,578.0,30,Ready to Move,Ground out of 2,Semi-Furnished,North - East,8636.0,5000000.0
4,850.0,30,Ready to Move,4 out of 4,Semi-Furnished,4,5882.0,5000000.0
1,450.0,30,Ready to Move,7 out of 7,1,,6818.0,4500000.0
4,630.0,35,Ready to Move,Resale,1,,7143.0,4500000.0
1,1100.0,30,Ready to Move,2 out of 4,Semi-Furnished,East,,3500000.0
4,1175.0,30,Ready to Move,4 out of 13,Semi-Furnished,2,2979.0,3500000.0
4,600.0,30,Ready to Move,2 out of 10,Semi-Furnished,1,5000.0,3000000.0
1,700.0,30,Ready to Move,1 out of 2,Unfurnished,"Garden/Park, Main Road",5000.0,3500000.0
1,575.0,30,Ready to Move,1 out of 5,Semi-Furnished,Suryanjali Residency,2789.0,2650000.0
4,555.0,23,Ready to Move,3 out of 11,1,,9009.0,5000000.0
4,245.0,30,Ready to Move,1 out of 3,1,,8163.0,2000000.0
4,580.0,30,Ready to Move,4 out of 5,Semi-Furnished,2,5172.0,3000000.0
4,1250.0,30,Ready to Move,3 out of 5,Unfurnished,Garden/Park,2480.0,3100000.0
1,12.0,30,Ready to Move,Ground out of 2,Furnished,South,76389.0,2750000.0
4,800.0,35,Ready to Move,Resale,2,,2750.0,2200000.0
2,972.0,38,Resale,,,,4115.0,4000000.0
4,600.0,30,Ready to Move,1 out of 5,Unfurnished,1,3500.0,2100000.0
4,480.0,30,Ready to Move,Ground out of 3,,,4167.0,2000000.0
1,270.0,30,Ready to Move,Ground out of 2,Semi-Furnished,Main Road,10648.0,2300000.0
4,900.0,30,Ready to Move,Ground out of 2,Unfurnished,2,1667.0,1500000.0
1,950.0,30,Ready to Move,2 out of 5,Furnished,"Garden/Park, Main Road",2422.0,3100000.0
4,950.0,31,5 out of 5,Resale,East,2,3158.0,3000000.0
4,960.0,30,Ready to Move,4 out of 6,Semi-Furnished,1 Covered,2344.0,2250000.0
4,950.0,30,Ready to Move,3 out of 6,Semi-Furnished,North,3158.0,3000000.0
1,215.0,30,Ready to Move,2 out of 4,4,,5581.0,2400000.0
1,935.0,30,Ready to Move,2 out of 4,Semi-Furnished,1,,2850000.0
2,1251.0,24,Resale,3,,,2798.0,3500000.0
1,750.0,23,Ready to Move,2 out of 5,Semi-Furnished,East,2435.0,2800000.0
4,484.0,30,Ready to Move,8 out of 13,Semi-Furnished,GHB Mukhya Mantri Gruh Yojana,3719.0,1800000.0
2,1287.0,24,Resale,1,,,3885.0,5000000.0
4,650.0,30,Ready to Move,2 out of 4,Unfurnished,1,3231.0,2100000.0
4,1141.0,30,Ready to Move,2 out of 3,Unfurnished,East,3418.0,3900000.0
1,504.0,35,Ready to Move,Resale,East,Vibrant Eco Park,2222.0,1600000.0
4,1000.0,30,Ready to Move,3 out of 6,Unfurnished,2,1800.0,1800000.0
4,550.0,30,Ready to Move,4 out of 5,Unfurnished,2,1818.0,1000000.0
1,650.0,30,Ready to Move,7 out of 7,Unfurnished,North,3364.0,3700000.0
1,1200.0,31,Ready to Move,Resale,2,2,,2600000.0
1,680.0,30,Ready to Move,6 out of 14,Furnished,East,4500.0,4500000.0
1,550.0,30,Ready to Move,4 out of 4,Semi-Furnished,1,3571.0,2500000.0
2,630.0,38,Resale,,,,3333.0,2100000.0
1,874.0,30,Ready to Move,1 out of 1,Unfurnished,2,,3000000.0
1,600.0,30,Ready to Move,3 out of 4,Semi-Furnished,Main Road,,1400000.0
1,1000.0,30,Ready to Move,3 out of 5,Unfurnished,Madhav Residency,2796.0,3500000.0
4,494.0,30,Ready to Move,3 out of 5,Unfurnished,1,1923.0,950000.0
1,648.0,0,Ready to Move,Unfurnished,,,,2400000.0
4,1175.0,30,Ready to Move,3 out of 5,Unfurnished,North - West,3234.0,3800000.0
4,726.0,30,Ready to Move,Ground out of 1,Unfurnished,1,5510.0,4000000.0
1,126.0,30,Ready to Move,Ground out of 2,,,14602.0,3300000.0
1,302.0,30,Ready to Move,5 out of 5,Unfurnished,Shiv Drashti Residency,,1300000.0
4,1200.0,30,Ready to Move,2 out of 3,Semi-Furnished,2,2500.0,3000000.0
4,954.0,30,Ready to Move,Ground out of 2,Semi-Furnished,Gruham Luxuria,3774.0,3600000.0
4,975.0,30,Ready to Move,1 out of 1,Unfurnished,SHANKHESHWER COMPLAX,2554.0,2490000.0
2,1378.0,38,Resale,Yes,,,798.0,1100000.0
1,800.0,35,Ready to Move,Resale,East,"Garden/Park, Main Road",,2900000.0
4,1155.0,30,Ready to Move,6 out of 13,Unfurnished,West,3500.0,4040000.0
4,110.0,30,Ready to Move,1 out of 3,,,13864.0,1530000.0
4,1050.0,30,Ready to Move,2 out of 5,Furnished,2,3714.0,3900000.0
4,650.0,30,Ready to Move,Ground out of 1,Unfurnished,1,3385.0,2200000.0
1,600.0,30,Ready to Move,8 out of 12,Semi-Furnished,South - East,3611.0,4200000.0
1,864.0,35,Ready to Move,Resale,2,1,,2600000.0
1,330.0,30,Ready to Move,Ground out of 4,,,5833.0,3500000.0
4,256.0,30,Ready to Move,1 out of 5,1,,7813.0,2000000.0
1,342.0,23,Ready to Move,6 out of 10,1,,7692.0,5000000.0
1,950.0,30,Ready to Move,2 out of 5,Semi-Furnished,2,2800.0,2800000.0
4,1176.0,30,Ready to Move,8 out of 13,Unfurnished,JT Stuti Highland,3571.0,4200000.0
4,1440.0,31,Ready to Move,Resale,3,,3472.0,5000000.0
4,1155.0,30,Ready to Move,9 out of 13,Semi-Furnished,Times Galaxy,3896.0,4500000.0
4,780.0,30,Ready to Move,4 out of 5,1,,6026.0,4700000.0
2,431.0,30,12 X 35.92,Freehold,1,100 m,6961.0,3000000.0
4,600.0,30,Ready to Move,5 out of 6,Unfurnished,2,3833.0,2300000.0
4,1284.0,30,Ready to Move,2 out of 13,Semi-Furnished,2,2336.0,3000000.0
4,1083.0,15,5 out of 5,Resale,2,,3509.0,3800000.0
4,1200.0,30,Ready to Move,4 out of 10,Furnished,2,3500.0,4200000.0
1,1000.0,30,Ready to Move,5 out of 5,Unfurnished,2,3525.0,4300000.0
1,1200.0,35,Ready to Move,Resale,2,1,,3800000.0
3,,35,13 out of 14,Resale,1,,,1500000.0
1,958.0,30,Ready to Move,6 out of 14,Furnished,"Garden/Park, Main Road",3736.0,4700000.0
1,700.0,30,Ready to Move,4 out of 5,Unfurnished,East,3684.0,3500000.0
1,1085.0,30,Ready to Move,Lower Basement out of 59,Unfurnished,2,,2900000.0
1,980.0,30,Ready to Move,2 out of 7,Unfurnished,Savani Prayosha Pride,,2800000.0
4,622.0,30,Ready to Move,2 out of 5,Unfurnished,1,2251.0,1400000.0
2,420.0,24,Resale,1,,,1667.0,700000.0
4,485.0,30,Ready to Move,2 out of 5,Unfurnished,1,4124.0,2000000.0
1,468.0,31,Ready to Move,Resale,Nilkanth Seven Homes,2,7130.0,3350000.0
4,1250.0,23,Ready to Move,Ground out of 2,Unfurnished,North - East,2600.0,3250000.0
0,600.0,38,Resale,,,,6667.0,4000000.0
1,350.0,35,Ready to Move,Resale,1,1,2000.0,1000000.0
4,240.0,30,Ready to Move,Ground out of 5,,,12500.0,3000000.0
1,506.0,35,Ready to Move,Resale,3,1,1383.0,1400000.0
1,915.0,30,Ready to Move,2 out of 5,Furnished,Shayona Janki Residency,5355.0,4900000.0
1,115.0,30,Ready to Move,2 out of 4,,,15652.0,1800000.0
0,95000.0,38,Resale,,,,1.0,100000.0
4,168.0,30,Ready to Move,Ground out of 6,,,11012.0,1850000.0
4,480.0,30,Ready to Move,Ground out of 1,Unfurnished,2,3333.0,1600000.0
4,1600.0,30,Ready to Move,3 out of 3,Furnished,North,2812.0,4500000.0
1,500.0,23,Ready to Move,5 out of 5,Unfurnished,North,2373.0,1850000.0
4,300.0,30,Ready to Move,Ground out of 1,Unfurnished,1,9667.0,2900000.0
4,800.0,30,Ready to Move,3 out of 5,Unfurnished,1,1688.0,1350000.0
1,200.0,30,Ready to Move,1 out of 4,,,20000.0,4000000.0
4,500.0,30,Ready to Move,Ground out of 1,Unfurnished,1,3200.0,1600000.0
4,1100.0,30,Ready to Move,4 out of 5,Furnished,2,3455.0,3800000.0
1,1515.0,30,Ready to Move,2 out of 5,Semi-Furnished,Sundaram Residency,,4500000.0
4,340.0,30,Ready to Move,1 out of 5,1,,10294.0,3500000.0
4,520.0,30,Ready to Move,Ground out of 2,Semi-Furnished,East,5962.0,3100000.0
1,190.0,30,Ready to Move,2 out of 4,2,,6579.0,2500000.0
1,200.0,30,Ready to Move,Ground out of 1,,,15000.0,3000000.0
1,200.0,30,Ready to Move,5 out of 5,,,3429.0,1200000.0
1,700.0,23,Ready to Move,4 out of 5,Furnished,East,3512.0,3600000.0
2,2763.0,14,Freehold,Resale,2,6 m,1430.0,3950000.0
1,786.0,30,Ready to Move,6 out of 11,Furnished,South,3562.0,2800000.0
2,2520.0,3,Resale,1,No,,714.0,1800000.0
1,713.0,30,Ready to Move,4 out of 15,Unfurnished,North - East,3498.0,4380000.0
1,833.0,30,Ready to Move,4 out of 4,Unfurnished,2,2401.0,2000000.0
4,1000.0,30,Ready to Move,4 out of 6,Unfurnished,2,3500.0,3500000.0
4,737.0,30,Ready to Move,3 out of 4,Semi-Furnished,1,2035.0,1500000.0
4,1700.0,30,Ready to Move,10 out of 14,Unfurnished,3,441.0,750000.0
1,1100.0,3,Ready to Move,Semi-Furnished,,,,2500000.0
1,245.0,30,Ready to Move,1 out of 4,,,7042.0,2500000.0
1,350.0,30,Ready to Move,1 out of 5,Unfurnished,Main Road,2618.0,1440000.0
1,600.0,30,Ready to Move,11 out of 13,Furnished,2,3796.0,3000000.0
4,1350.0,30,Ready to Move,1 out of 2,Unfurnished,North,2815.0,3800000.0
2,102.0,30,7.29 X 14,Freehold,2,1,19608.0,2000000.0
1,615.0,30,Ready to Move,Lower Basement out of 4,,,5691.0,3500000.0
4,392.0,30,Ready to Move,1 out of 4,,,6633.0,2600000.0
4,812.0,30,Ready to Move,2 out of 4,Furnished,1,2217.0,1800000.0
2,576.0,3,Co-operative Society,Resale,1,No,7812.0,4500000.0
1,850.0,30,Ready to Move,4 out of 4,Furnished,2,3500.0,3500000.0
4,1180.0,30,Ready to Move,5 out of 5,Unfurnished,East,2415.0,2850000.0
4,900.0,30,Ready to Move,Ground out of 1,Unfurnished,"Garden/Park, Main Road",3001.0,2700000.0
4,925.0,30,Ready to Move,7 out of 12,Furnished,2,4324.0,4000000.0
1,850.0,30,Ready to Move,Upper Basement out of 12,Unfurnished,2,3529.0,3000000.0
4,1235.0,30,Ready to Move,Ground out of 1,Semi-Furnished,East,4049.0,5000000.0
1,385.0,30,Ready to Move,8 out of 8,Unfurnished,East,3556.0,1600000.0
1,150.0,30,Ready to Move,3 out of 3,,,6000.0,1500000.0
4,2600.0,30,Ready to Move,Upper Basement out of 1,Furnished,1,731.0,1900000.0
1,324.0,35,Ready to Move,Resale,East,"Garden/Park, Main Road",2778.0,1800000.0
4,850.0,30,Ready to Move,4 out of 5,Unfurnished,1,2000.0,1700000.0
4,182.9863,30,Ready to Move,Ground out of 3,,,9836.0,1800000.0
4,800.0,30,Ready to Move,2 out of 5,Unfurnished,1,2500.0,2000000.0
4,432.0,30,Ready to Move,Ground out of 1,Unfurnished,"Garden/Park, Main Road",3472.0,1500000.0
4,801.0,30,Ready to Move,10 out of 10,Semi-Furnished,Silicon Palm,2559.0,2050000.0
4,570.0,35,4 out of 5,Resale,Aagam Navkar,2,3509.0,2000000.0
1,876.0,30,Ready to Move,4 out of 4,Semi-Furnished,"Garden/Park, Main Road",2964.0,3000000.0
4,950.0,30,Ready to Move,2 out of 4,Furnished,1 Open,4211.0,4000000.0
1,575.0,30,Ready to Move,3 out of 4,Semi-Furnished,North - West,3833.0,2300000.0
1,1276.0,30,Ready to Move,10 out of 13,Unfurnished,West,2978.0,3800000.0
4,432.0,35,Ready to Move,Resale,1,,2387.0,1030000.0
4,1360.0,30,Ready to Move,2 out of 5,Furnished,Raj Abhishek City Homes,3309.0,4500000.0
4,153.0,30,Ready to Move,1 out of 4,,,10784.0,1650000.0
1,950.0,30,Ready to Move,4 out of 5,Unfurnished,Freehold,3522.0,4050000.0
1,675.0,30,Ready to Move,Ground out of 4,Semi-Furnished,South - East,2817.0,2000000.0
1,714.0,30,Ready to Move,2 out of 5,Unfurnished,Dhvani Royal Residency,3747.0,2800000.0
1,209.0,30,Ready to Move,1 out of 3,1 Covered,,12500.0,3000000.0
4,500.0,35,Ground out of 1,Resale,1,,4702.0,2350000.0
4,650.0,30,Ready to Move,2 out of 3,Unfurnished,1 Covered,2000.0,1300000.0
1,486.0,35,Ready to Move,New Property,North,"Garden/Park, Main Road",2881.0,1400000.0
1,562.0,30,Ready to Move,1 out of 3,Semi-Furnished,2,3116.0,2100000.0
4,303.0,30,Ready to Move,Ground out of 5,10 Open,,4800.0,1450000.0
4,947.0,30,Ready to Move,4 out of 4,Furnished,2,2323.0,2200000.0
4,1100.0,30,Ready to Move,6 out of 7,Furnished,East,3364.0,3700000.0
4,975.0,30,Ready to Move,7 out of 9,Semi-Furnished,East,2871.0,2800000.0
4,413.0,30,Ready to Move,2 out of 5,Unfurnished,1,4116.0,1700000.0
4,900.0,30,Ready to Move,3 out of 14,Unfurnished,2,4000.0,3600000.0
1,431.0,30,Ready to Move,1 out of 13,Semi-Furnished,1,,2000000.0
1,731.0,30,Ready to Move,2 out of 5,Unfurnished,Residency,,2000000.0
1,1250.0,30,Ready to Move,Ground out of 2,Semi-Furnished,East,125000.0,4500000.0
1,650.0,30,Ready to Move,4 out of 8,Unfurnished,North,2624.0,2650000.0
4,800.0,30,Ready to Move,4 out of 5,Semi-Furnished,1,1875.0,1500000.0
1,1080.0,30,Ready to Move,1 out of 2,Unfurnished,North,3796.0,4100000.0
1,682.0,38,Resale,,,,2961.0,3479999.9999999995
4,895.0,30,Ready to Move,4 out of 4,Unfurnished,Main Road,2180.0,1950000.0
4,950.0,30,Ready to Move,2 out of 5,Semi-Furnished,Main Road,3368.0,3200000.0
4,460.0,30,Ready to Move,1 out of 5,,,7826.0,3600000.0
4,1256.0,30,Ready to Move,13 out of 13,Furnished,East,3165.0,3980000.0
1,897.0,15,Ready to Move,2 out of 5,Vinayak Enclave,2,,2300000.0
1,800.0,30,Ready to Move,2 out of 4,Unfurnished,West,4000.0,4000000.0
4,612.0,30,Ready to Move,Ground out of 1,Unfurnished,2,2288.0,1400000.0
4,1089.0,30,Ready to Move,1 out of 4,Semi-Furnished,2,3673.0,4000000.0
1,1150.0,30,Ready to Move,6 out of 10,Unfurnished,North - West,,2950000.0
1,90.0,30,Ready to Move,1 out of 1,Unfurnished,East,16667.0,1500000.0
1,1150.0,30,Ready to Move,6 out of 7,Semi-Furnished,2,3478.0,4000000.0
2,164.0,0,Resale,Congo,No,,18902.0,3100000.0
4,420.0,30,Ready to Move,1 out of 1,,,8333.0,3500000.0
4,480.0,30,Ready to Move,Ground out of 2,Unfurnished,1,4167.0,2000000.0
4,1260.0,30,Ready to Move,4 out of 5,Furnished,2,2619.0,3300000.0
2,963.0,37,Resale,2,,,1038.0,1000000.0
1,623.0,30,Ready to Move,5 out of 5,Unfurnished,East,3981.0,2500000.0
4,700.0,30,Ready to Move,Ground out of 1,Semi-Furnished,1,3071.0,2150000.0
4,242.0,30,Ready to Move,Ground out of 4,"5 Covered,",,12397.0,3000000.0
1,675.0,30,Ready to Move,5 out of 8,Semi-Furnished,"Garden/Park, Main Road",3815.0,2580000.0
4,800.0,30,Ready to Move,2 out of 5,Semi-Furnished,2,1250.0,1000000.0
1,1000.0,30,Ready to Move,5 out of 5,Semi-Furnished,East,2250.0,2700000.0
1,1011.0,30,Ready to Move,2 out of 7,Unfurnished,East,,3600000.0
4,1105.0,30,Ready to Move,3 out of 5,Unfurnished,2,1810.0,2000000.0
4,700.0,30,Ready to Move,Ground out of 1,Unfurnished,2,2714.0,1900000.0
4,1400.0,30,Ready to Move,10 out of 14,2,,3571.0,5000000.0
4,780.0,35,Ready to Move,Resale,2,,6154.0,4800000.0
1,800.0,35,Ready to Move,Resale,West,Freehold,3571.0,4500000.0
4,702.0,35,Ready to Move,Resale,1 Open,2,3989.0,2800000.0
1,1100.0,30,Ready to Move,3 out of 4,Unfurnished,Main Road,3760.0,4700000.0
2,122.0,20,Freehold,Resale,,,9016.0,1100000.0
4,160.0,30,Ready to Move,1 out of 5,,,15000.0,2400000.0
1,900.0,30,Ready to Move,3 out of 3,Unfurnished,2,5000.0,5000000.0
4,650.0,30,Ready to Move,4 out of 5,Semi-Furnished,1,2308.0,1500000.0
4,252.0,30,Ready to Move,Ground out of 3,Unfurnished,1,9921.0,2500000.0
1,824.0,30,Ready to Move,4 out of 5,Semi-Furnished,Pan Sharanam,2547.0,3000000.0
4,1175.0,30,Ready to Move,2 out of 7,Furnished,East,3404.0,4000000.0
1,1327.0,30,Ready to Move,4 out of 9,Furnished,2,2881.0,4250000.0
4,1065.0,30,Ready to Move,3 out of 5,Semi-Furnished,North,2347.0,2500000.0
1,490.0,35,Ready to Move,Resale,South -West,Main Road,,5000000.0
4,700.0,15,3 out of 4,Resale,Co-operative Society,1,2571.0,1800000.0
1,800.0,30,Ready to Move,8 out of 12,Furnished,2,3911.0,4200000.0
1,400.0,30,Ready to Move,Ground out of 4,Semi-Furnished,Main Road,2750.0,1100000.0
4,455.0,30,Ready to Move,1 out of 8,,,8791.0,4000000.0
4,1250.0,30,Ready to Move,4 out of 5,Unfurnished,2,3360.0,4200000.0
4,770.0,30,Ready to Move,2 out of 2,Unfurnished,2,3377.0,2600000.0
0,900.0,38,New Property,,,,389.0,350000.0
1,550.0,30,Ready to Move,7 out of 14,Furnished,1,,2500000.0
4,250.0,30,Ready to Move,3 out of 5,1,,8500.0,2130000.0
4,500.0,30,Ready to Move,2 out of 4,Unfurnished,1,3400.0,1700000.0
1,900.0,35,Ready to Move,Resale,"Pool, Garden/Park, Main Road",Gruham Royal Park,2273.0,2500000.0
4,900.0,30,Ready to Move,Ground out of 2,Unfurnished,2,2056.0,1850000.0
4,160.0,30,Ready to Move,Ground out of 1,Unfurnished,1,5000.0,800000.0
1,220.0,30,Ready to Move,Ground out of 10,,,6136.0,2700000.0
1,350.0,30,Ready to Move,4 out of 4,1,,7000.0,3500000.0
1,1100.0,30,Ready to Move,2 out of 5,Unfurnished,West,2977.0,3810000.0
4,178.0,30,Ready to Move,1 out of 4,,,9551.0,1700000.0
4,900.0,30,Ready to Move,4 out of 5,Semi-Furnished,2,2556.0,2300000.0
4,910.0,30,Ready to Move,4 out of 4,Unfurnished,2,2473.0,2250000.0
1,275.0,30,Ready to Move,3 out of 8,1,,6002.0,2550000.0
4,1100.0,30,Ready to Move,2 out of 5,Furnished,2,3364.0,3700000.0
4,1035.0,30,Ready to Move,5 out of 6,Semi-Furnished,2,2802.0,2900000.0
4,1200.0,30,Ready to Move,6 out of 13,Semi-Furnished,Rajhans Swapna,3750.0,4500000.0
4,1550.0,30,Ready to Move,1 out of 1,Semi-Furnished,3,3226.0,5000000.0
4,1040.0,30,Ready to Move,4 out of 5,Unfurnished,2,2404.0,2500000.0
3,,35,Ground out of 10,Resale,East,Garden/Park,,2200000.0
1,680.0,30,Ready to Move,4 out of 4,Semi-Furnished,North,2671.0,2300000.0
4,800.0,38,Ready to Move,Resale,,,5000.0,4000000.0
1,20.0,31,Ready to Move,Resale,East,Freehold,97222.0,3500000.0
4,540.0,30,Ready to Move,8 out of 8,Furnished,1,2872.0,1550000.0
4,1000.0,30,Ready to Move,3 out of 4,Furnished,2,4000.0,4000000.0
2,1053.0,37,Freehold,Resale,,,1425.0,1500000.0
4,1218.0,30,Ready to Move,5 out of 5,Semi-Furnished,East,2956.0,3600000.0
1,785.0,30,Ready to Move,Lower Basement out of 5,Furnished,Panchtatva Residency,,2500000.0
1,480.0,30,Ready to Move,8 out of 8,Semi-Furnished,North,2853.0,2510000.0
1,286.0,30,Ready to Move,3 out of 4,1,,6381.0,3650000.0
2,648.0,24,Resale,2,,,1080.0,700000.0
4,1000.0,30,Ready to Move,Ground out of 2,Unfurnished,2,4200.0,4200000.0
4,150.0,30,Ready to Move,Ground out of 6,,,10000.0,1500000.0
1,1150.0,30,Ready to Move,3 out of 5,Unfurnished,South - East,2917.0,3500000.0
1,1024.0,30,Ready to Move,5 out of 5,Semi-Furnished,East,2344.0,2400000.0
4,1319.0,35,Ready to Move,Resale,2,,2502.0,3300000.0
4,800.0,35,Ready to Move,Resale,1,1,5625.0,4500000.0
4,1050.0,30,Ready to Move,1 out of 5,Semi-Furnished,3,4000.0,4200000.0
4,500.0,30,Ready to Move,6 out of 8,Unfurnished,1,3400.0,1700000.0
4,900.0,31,Ready to Move,Resale,3,,5278.0,4750000.0
1,311.0,30,Ready to Move,4 out of 5,Unfurnished,Manvay Residency,3111.0,1400000.0
1,550.0,30,Ready to Move,8 out of 12,Unfurnished,East,2733.0,2050000.0
1,1011.0,30,Ready to Move,14 out of 14,Unfurnished,South,3250.0,3790000.0
4,1000.0,30,Ready to Move,3 out of 4,Semi-Furnished,2,3500.0,3500000.0
1,650.0,30,Ready to Move,2 out of 4,Unfurnished,North,2769.0,1800000.0
1,660.0,30,Ready to Move,2 out of 5,Furnished,1,2857.0,2000000.0
2,873.0,24,Resale,3,,,1718.0,1500000.0
4,1120.0,35,Poss. by Jun '24,New Property,"Garden/Park, Main Road",Prayosha Shine,2600.0,2910000.0
2,18360.0,38,Freehold,New Property,,,147.0,2700000.0
1,615.0,30,Ready to Move,3 out of 10,Furnished,Main Road,,2000000.0
2,800.0,7,Freehold,Resale,7 m,Yes,1562.0,1250000.0
4,730.0,30,Ready to Move,5 out of 5,Unfurnished,West,3151.0,2300000.0
1,300.0,35,Ready to Move,Resale,1,1,2778.0,1200000.0
0,145.0,38,Resale,,,,8966.0,1300000.0
4,1150.0,0,Ground out of 2,Resale,,,113.0,130000.0
4,256.0,30,Ready to Move,Ground out of 2,,,6250.0,1600000.0
4,1207.0,38,Ready to Move,Resale,,,3314.0,4000000.0
4,1252.0,30,Ready to Move,9 out of 13,Semi-Furnished,Shyam enclave,3195.0,4000000.0
1,900.0,30,Ready to Move,Ground out of 3,Semi-Furnished,1,3535.0,3500000.0
1,525.0,30,Ready to Move,3 out of 4,Furnished,2,4800.0,3000000.0
1,750.0,30,Ready to Move,1 out of 5,Semi-Furnished,Swapna Villa 2 Phase 2,3125.0,2500000.0
1,1450.0,30,Ready to Move,Ground out of 2,Unfurnished,East,2429.0,3400000.0
